Customer_ID,Campaign_ID,Response,ClickThroughRate,EngagementFrequency
3316194,1,Yes,0.4,5
9850104,51,Yes,0.77,2
9352094,7,No,0.89,7
532804,27,Yes,0.58,7
9723404,8,No,0.4,1
7954004,64,No,0.29,7
5873704,71,Yes,0.24,6
1372894,42,No,0.3,6
8371204,7,No,0.08,5
4578304,70,No,0.77,4
2355794,73,Yes,0.21,4
2305804,50,Yes,0.11,2
29894,41,No,0.96,1
5562504,8,Yes,0.54,1
3456404,23,Yes,0.93,4
2347094,14,No,0.71,3
4645194,13,Yes,0.31,3
7056504,35,No,0.75,4
3116804,3,Yes,0.4,9
8151804,56,Yes,0.47,6
8070304,59,Yes,0.31,8
8132104,37,No,0.3,8
6736404,36,No,0.5,1
8642094,35,Yes,0.25,8
3846004,36,No,0.47,9
4204104,28,No,0.32,6
2151894,55,No,0.39,1
8062604,48,Yes,0.57,1
2571504,43,No,0.94,3
9672904,54,No,0.85,9
995994,13,Yes,0.06,1
8330804,37,Yes,0.35,4
7619804,26,No,0.82,6
8774194,59,No,0.17,1
2129604,2,Yes,0.76,1
4998404,23,Yes,0.37,1
8816804,39,No,0.46,8
6370004,32,No,0.97,4
5619804,59,Yes,0.96,1
9831504,2,Yes,0.2,2
3942804,38,Yes,0.24,9
7315894,30,No,0.74,4
1455794,15,No,0.71,8
7831104,70,Yes,0.43,3
1993504,74,No,0.85,9
901804,35,Yes,0.27,1
9845994,59,Yes,0.04,5
2853304,8,No,0.18,7
920304,34,No,0.88,1
4574804,26,No,0.38,5
3957304,71,No,0.22,8
6598404,48,Yes,0.17,5
2086104,8,No,0.88,7
6342904,63,No,0.56,9
3945404,50,No,0.84,1
526304,44,No,0.34,2
9954004,72,No,0.18,1
8842404,7,No,0.35,4
2587404,72,Yes,0.59,4
6485404,20,No,0.82,8
6141504,67,No,0.99,8
5346204,19,No,0.47,6
564904,12,No,0.16,5
4565404,9,No,0.52,9
8409194,33,No,0.45,1
8230194,71,Yes,0.52,7
4064804,62,Yes,0.99,2
6057094,49,Yes,0.07,4
1836404,11,No,0.76,5
3074304,13,No,0.56,7
9417204,72,No,0.77,7
995994,69,No,0.2,8
783194,14,Yes,0.16,9
991704,50,No,0.95,3
2547994,49,No,0.06,3
9309004,68,Yes,0.56,3
1491704,13,Yes,0.07,2
2801994,14,No,0.72,9
1229504,74,No,0.71,9
5657994,50,Yes,0.97,2
3846004,41,No,0.64,9
3297104,37,No,0.14,5
1670304,56,Yes,0.4,9
7344804,73,Yes,0.16,9
3070404,52,Yes,0.83,2
2456204,29,Yes,0.85,9
1064894,23,No,0.16,9
3743804,31,Yes,0.31,3
4431904,54,No,0.03,4
2829894,47,No,0.93,9
4525304,19,Yes,0.65,9
5464504,11,Yes,0.93,1
9654304,32,No,0.72,4
3291704,12,Yes,0.99,1
4124604,18,No,0.62,3
6534894,2,No,0.43,9
3252604,30,No,0.25,1
1457204,6,Yes,0.76,5
9332804,69,No,0.03,5
6837904,69,Yes,0.31,5
1534404,57,No,0.37,5
6758404,47,Yes,0.33,8
3744004,66,Yes,0.4,1
3743094,63,No,0.53,4
5454904,5,No,0.24,4
8122404,35,Yes,0.17,2
5739194,28,No,0.96,8
5238194,33,No,0.01,9
6648504,56,Yes,0.13,8
5548894,53,No,0.2,6
8437704,29,Yes,0.44,8
6869194,62,Yes,0.03,1
5414304,14,Yes,0.69,8
2545994,48,No,0.37,2
4342004,35,Yes,0.52,6
4659004,33,No,0.74,4
4819404,48,Yes,0.73,2
4820304,17,Yes,0.02,3
106694,45,No,0.73,4
3557304,60,No,0.74,8
9811704,28,No,0.07,9
6070304,38,No,0.44,9
9504504,17,Yes,0.79,8
9190004,45,Yes,0.12,9
5285504,21,Yes,0.14,8
6457994,3,No,0.73,4
673904,21,Yes,0.74,4
5810804,8,No,0.06,5
6763804,50,No,0.71,9
1024604,28,No,0.71,4
3292994,33,No,0.21,6
1510304,1,No,0.32,1
230504,42,No,0.94,2
9517904,18,Yes,0.24,8
3319004,30,Yes,0.36,4
3135404,60,Yes,0.02,6
8005404,62,No,0.53,9
7706404,11,No,0.97,7
8305894,20,Yes,0.3,6
268504,6,No,0.07,4
8774194,41,Yes,0.16,2
2254904,62,No,0.84,4
5029104,44,No,0.22,6
8653404,9,Yes,0.78,4
1472504,44,Yes,0.33,6
9917094,37,Yes,0.45,6
457994,34,Yes,0.4,7
6013404,45,No,0.24,6
9442094,64,Yes,0.51,6
1942094,47,No,0.87,9
3300804,7,No,0.77,2
3976304,50,No,0.26,2
486104,65,No,0.99,8
3493604,21,No,0.33,3
2088894,63,No,0.97,7
1877004,64,Yes,0.23,7
1708404,74,No,0.42,7
5418404,33,No,0.72,7
7961894,22,Yes,0.62,5
4836104,44,No,0.57,1
6457994,18,Yes,0.17,6
8767994,1,No,0.88,3
872894,42,No,0.99,3
5044894,37,No,0.9,1
222404,64,No,0.63,8
8947004,65,No,0.65,9
8314204,9,No,0.51,9
4647404,68,Yes,0.04,5
2058804,72,Yes,0.63,1
8970304,1,Yes,0.62,5
7433094,14,No,0.16,5
4118704,73,No,0.61,7
2151894,62,No,0.42,5
7156504,17,Yes,0.05,7
4888704,65,Yes,0.49,1
5373704,69,No,0.16,4
4462504,23,No,0.01,2
9045994,70,No,0.7,7
1910504,69,Yes,0.95,1
9334794,31,Yes,0.58,1
2477194,23,Yes,0.17,7
3373004,6,Yes,0.52,2
7331904,2,No,0.06,8
6824804,43,No,0.29,6
1884404,11,No,0.33,6
2086104,35,Yes,0.19,4
8624604,46,No,0.46,7
6219004,10,Yes,0.83,4
3319994,41,Yes,0.83,2
5293204,38,Yes,0.68,8
9302404,59,No,0.6,9
562604,37,No,0.1,2
7713004,9,Yes,0.94,8
6912404,71,No,0.72,2
6134604,38,No,0.92,9
4836404,47,Yes,0.45,5
562804,51,Yes,0.52,3
3243794,50,Yes,0.01,5
3014404,23,No,0.08,3
2059794,34,Yes,0.13,8
692994,66,Yes,0.32,7
856004,3,Yes,0.92,3
7293994,53,No,0.5,2
2801604,51,Yes,0.23,1
8350804,24,Yes,0.78,5
8521794,43,No,0.61,5
4319504,54,Yes,0.06,9
3326804,40,No,0.36,4
4578304,12,Yes,0.39,4
8016804,53,No,0.78,4
8886104,35,Yes,0.28,4
4530194,10,Yes,0.09,9
2072504,8,No,0.49,7
3556504,33,Yes,0.37,6
4910304,26,No,0.76,1
3556504,26,Yes,0.59,9
9696804,19,No,0.16,8
168504,31,Yes,0.5,3
3733504,4,Yes,0.01,2
8673904,39,No,0.78,6
8709404,72,Yes,0.73,4
7792404,69,Yes,0.66,2
3549894,64,Yes,0.81,1
673904,43,No,0.32,6
7716804,34,No,0.86,1
3733794,30,No,0.02,9
1252004,58,Yes,0.17,5
7062604,36,No,0.92,4
6242994,58,No,0.93,8
361504,57,Yes,0.73,6
6331904,20,No,0.01,6
2249194,44,No,0.29,4
7945404,3,No,0.38,6
5043894,31,Yes,0.25,1
2659404,61,Yes,0.74,5
8951504,32,Yes,0.29,7
1236194,73,Yes,0.37,8
4079804,25,Yes,0.85,1
2561504,41,No,0.4,5
4356204,23,No,0.8,7
6241894,66,Yes,0.91,9
9351904,50,No,0.64,3
3307804,46,Yes,0.72,8
8634194,15,No,0.43,4
4583404,57,No,0.34,3
4106404,54,Yes,0.28,2
8921904,72,No,0.47,7
8530804,73,Yes,0.97,3
2227894,9,Yes,0.18,3
7769194,60,Yes,0.81,3
9207094,42,No,0.09,9
9827004,14,No,0.29,2
1105894,68,No,0.13,2
5948804,41,No,0.87,6
1133504,57,Yes,0.39,5
7156504,2,Yes,0.69,8
1064894,54,No,0.93,8
3477604,39,Yes,0.7,9
1907894,33,Yes,0.07,6
8081504,7,No,0.34,8
5885694,23,Yes,0.13,6
2749894,54,No,0.11,6
5940704,38,Yes,0.2,2
2971004,62,Yes,0.76,2
1271704,53,Yes,0.14,7
1982994,1,No,0.6,6
4574804,10,Yes,0.03,5
9965194,6,Yes,0.34,6
5011404,20,Yes,0.31,3
2082804,9,Yes,0.71,7
842704,42,Yes,0.9,2
9321194,26,Yes,0.09,7
4511094,3,No,0.49,6
9965194,67,Yes,0.32,4
1350304,36,No,0.55,9
3863194,14,No,0.78,2
2794804,37,No,0.42,9
19994,65,No,0.25,1
8395694,54,No,0.98,7
9750094,24,Yes,0.92,7
8357704,3,Yes,0.33,9
7942404,73,No,0.79,7
7147794,18,Yes,0.45,6
2905894,34,No,0.99,9
3767404,65,Yes,0.93,1
9456194,54,Yes,0.03,6
248404,54,No,0.2,1
2397004,56,No,0.56,8
9131304,31,No,0.48,5
1861204,72,Yes,0.69,1
7627904,49,Yes,0.41,4
3958504,53,No,0.99,1
3007804,62,No,0.09,2
4405804,54,Yes,0.74,6
9364504,60,No,0.97,8
830504,73,No,0.32,1
8052994,49,Yes,0.65,4
6348504,9,No,0.05,6
5346204,18,Yes,0.96,2
3934094,6,Yes,0.32,6
528404,67,Yes,0.15,6
6295404,38,Yes,0.84,9
7461904,19,No,0.77,4
9819004,74,No,0.84,1
2837004,59,No,0.45,6
7529504,65,No,0.17,8
6251804,52,No,0.43,8
5112404,46,No,0.94,6
5534404,7,No,0.38,2
1694404,19,Yes,0.89,6
3446404,71,No,0.87,9
4809004,60,Yes,0.25,3
1981904,27,No,0.08,3
468504,74,No,0.09,1
6124604,16,Yes,0.05,9
2706404,74,Yes,0.66,4
6657004,62,No,0,2
3297104,20,No,0.37,5
9337804,24,Yes,0.67,7
7464004,55,No,0.72,3
9242704,42,No,0.67,9
8109104,56,Yes,0.82,7
8429894,56,Yes,0.97,1
485694,42,Yes,0.61,9
5102404,4,Yes,0.24,9
5884894,71,No,0.44,9
2312404,25,No,0.9,1
5642894,34,Yes,0.37,1
8351504,53,No,0.98,2
2658094,70,No,0.21,2
8796804,34,No,0.8,1
3427904,28,No,0.92,7
9995194,61,Yes,0.61,2
2903404,46,Yes,0.95,7
7888504,32,No,0.59,3
1574504,4,No,0.65,2
549894,31,Yes,0.46,7
9505804,23,No,0.72,2
8658094,43,Yes,0.83,1
3422304,62,No,0.19,4
9946204,52,Yes,0.77,9
4412994,5,Yes,0.25,5
7932704,21,No,0.97,7
3751904,59,No,0.25,3
3783504,37,No,0.48,9
3945404,41,Yes,0.73,4
1334804,64,No,0.31,4
4526804,48,Yes,0.24,3
8930504,65,Yes,0.57,6
5129804,23,No,0.19,8
9378704,26,No,0.06,5
5792404,49,Yes,0.58,6
6171504,57,No,0.88,8
9515894,12,No,0.72,3
8125804,9,Yes,0.3,1
5493404,38,No,0.78,8
1180994,72,No,0.61,6
3292994,48,No,0.63,9
5822094,15,Yes,0.13,3
213404,47,Yes,0.98,9
2194,2,No,0.92,1
8263504,71,No,0.28,5
6185504,23,Yes,0.59,4
3580004,63,No,0.3,3
7647094,18,Yes,0.54,4
6043794,56,No,0.14,5
2573504,32,No,0.4,1
3649404,29,No,0.37,8
2082504,15,No,0.79,8
5512804,22,No,0.9,9
7234804,30,Yes,0.85,3
3779894,63,No,0.67,3
4506804,63,Yes,0.7,1
3356404,47,Yes,0.03,6
4458804,40,Yes,0.04,3
6269004,20,Yes,0.25,8
8389804,45,Yes,0.08,2
4637194,47,No,0.76,2
7955794,67,Yes,0.68,3
4836104,19,No,0.9,1
8696904,3,Yes,1,2
4478194,22,No,0.66,3
6616194,13,Yes,0.56,1
900504,44,Yes,0.55,2
1251894,54,Yes,0.74,5
1051894,35,No,0.21,4
1233994,40,Yes,0.78,8
5839194,67,No,0.76,6
6374504,54,Yes,0.32,5
3396704,47,No,0.72,7
9226304,72,Yes,0.67,5
4565404,17,No,0.81,9
3615794,61,Yes,0.05,9
1133504,27,Yes,0.09,3
9563004,57,No,0.3,5
9143504,46,No,0.43,4
7450904,49,Yes,0.34,1
747794,51,No,0.91,8
5927904,59,Yes,0.49,7
4642994,34,No,0.5,4
1121704,10,No,0.24,8
4055194,63,Yes,0.92,7
202904,2,No,0.86,7
3398404,13,No,0.53,7
7142994,50,No,0.24,3
5121804,73,No,0.95,3
1531804,41,Yes,0.16,8
758004,2,Yes,0.33,1
747794,16,Yes,0.83,1
5358804,21,No,0.84,7
3986404,39,No,0.69,3
2285704,39,No,0.3,5
8167304,18,No,0.34,3
4949894,62,No,0.43,6
6204504,4,No,0.82,2
9237794,45,Yes,0.16,3
1371904,35,No,0.57,3
2010504,13,Yes,0.35,2
4352094,7,Yes,0.52,4
4724604,35,No,0.36,3
1472504,64,No,0.14,7
9174504,24,Yes,0.02,2
1159194,57,No,0.27,6
1692994,35,Yes,0.75,3
7958604,27,Yes,0.69,6
9622304,47,No,0.72,6
6309404,12,No,0.41,3
1175504,33,Yes,0.69,5
3683404,29,Yes,0.15,2
2712804,31,Yes,0.95,9
8834094,63,Yes,0.77,6
80904,9,Yes,0.19,2
3009004,57,Yes,0.91,9
6004804,25,No,0.67,9
3909994,3,No,0.12,2
6037894,69,No,0.77,9
3655404,36,Yes,0.42,8
3254004,68,Yes,0.86,5
1915204,69,No,0.68,3
9218304,69,Yes,0.14,7
2745794,40,No,0.81,1
3313804,47,No,0.92,3
5926804,23,Yes,0.57,6
4739894,10,Yes,0.85,1
2811094,58,No,0.77,2
7996604,73,Yes,0.3,7
1624894,38,Yes,0.43,4
5757304,35,Yes,0.89,3
9103804,40,No,0.59,1
2195704,38,Yes,0.51,8
9560104,18,Yes,0.36,3
7908994,50,Yes,0.8,2
4416804,22,No,0.17,9
5563004,10,No,0.28,5
7897004,47,No,0.99,9
3691704,37,Yes,0.28,6
6833894,57,Yes,0.48,6
486104,60,No,0.51,1
551204,71,Yes,0.23,3
7176094,19,Yes,0.55,9
4847004,53,No,0.34,4
4530194,29,No,0.08,2
4819404,16,Yes,0.85,5
3358094,7,Yes,0.99,6
4564904,59,No,0.6,4
2832104,33,Yes,0.53,5
8038804,41,Yes,0.06,5
8167704,51,Yes,0.32,4
3873404,45,Yes,0.97,2
6317804,58,Yes,0.78,5
2393404,3,Yes,0.19,4
1062194,52,Yes,0.08,2
4147004,71,Yes,0.97,7
1494104,51,Yes,0.67,2
3989704,38,No,0.97,6
2153804,70,Yes,0.9,7
7433094,49,No,0.08,2
2819404,63,Yes,0.43,4
8670404,2,Yes,0.29,2
7433094,58,Yes,0.97,7
4482804,3,No,0.48,6
1482504,56,Yes,0.28,4
9204104,56,Yes,0.32,6
2477194,49,Yes,0.02,3
6547794,41,No,0.56,3
946904,57,Yes,0.92,1
7663004,56,Yes,0.94,2
7755194,11,Yes,0.65,6
2875504,5,Yes,0.85,3
2151894,6,Yes,0.72,5
2285704,27,No,0.9,5
1430504,11,Yes,0.86,7
806804,61,Yes,0.24,8
4935404,25,Yes,0.84,5
2832704,30,Yes,0.35,6
9290094,22,No,0.78,5
2502704,27,No,0.94,2
7370304,26,No,0.11,9
3127004,62,No,0.07,4
9635304,4,Yes,0.09,4
6193994,40,Yes,0.38,9
1883004,65,No,0.88,6
7634204,58,No,0.49,2
8593404,70,Yes,0.85,8
457994,29,No,0.35,5
4801804,46,Yes,0.86,8
5572604,70,Yes,0.14,9
3190604,66,No,0.91,6
372904,27,No,0.15,4
2935404,63,Yes,0.84,1
2398704,57,Yes,0.04,8
4426804,20,No,0.9,1
5318194,14,No,0.32,3
4412994,46,No,0.5,1
9824604,59,No,0.52,2
170094,45,No,0.84,4
464004,68,No,0.67,8
6214404,44,Yes,0.79,4
8247304,17,No,0.95,2
2554804,64,Yes,0.98,5
2656904,27,No,0.2,4
2058804,17,Yes,0.72,4
3348504,51,Yes,0.05,8
7768504,45,No,0.73,8
3090804,47,Yes,0.25,8
2285704,20,No,0.03,8
6245104,56,Yes,0.48,8
7287004,43,No,0.32,1
815804,48,Yes,0.41,2
900604,56,No,0.12,4
6998694,52,No,0.06,6
5721304,56,Yes,0.09,6
9226304,9,Yes,0.69,4
1401094,56,Yes,0.62,2
9450304,67,Yes,0.6,8
3477604,13,No,0.23,1
998194,25,No,0.59,5
6611094,69,No,0.44,5
7242904,31,Yes,0.92,3
7242904,62,No,0.48,9
9563004,42,No,0.59,7
9696804,38,No,0.56,4
934404,7,No,0.27,5
9290094,13,Yes,0.36,6
4064804,66,Yes,0.17,8
2619804,65,No,0.49,8
3324504,20,No,0.68,6
6195694,19,No,0.74,4
5757994,48,No,0.09,3
8052994,67,Yes,0.35,3
1337194,72,Yes,0.17,5
1660304,1,No,0.03,9
582804,49,No,0.88,1
4164504,39,No,0.54,5
2912094,37,No,0.78,4
1334804,35,No,0.84,2
8314204,12,No,0.16,7
2767704,56,Yes,0.53,6
6269004,54,No,0.58,4
8922104,25,No,0.62,7
6348504,6,No,0.35,2
5563004,55,Yes,0.39,6
8895504,67,No,0.26,4
7072604,14,Yes,0.56,4
5446804,67,Yes,0.21,3
1942094,23,Yes,0.73,4
103994,6,No,0.38,9
1447094,40,No,0.71,6
3456504,6,No,0.26,9
8593504,25,No,0.97,7
7412004,14,Yes,0.04,9
6754904,4,No,0.18,2
8084804,22,Yes,0.51,2
7404204,52,No,0.5,8
8054904,9,No,0.19,1
8038404,73,No,0.11,4
533804,34,Yes,0.97,7
4293204,37,Yes,0.46,4
8899404,39,No,0.08,4
7801704,15,Yes,0.27,6
3497004,30,No,0.47,9
1846004,8,Yes,0.62,3
115894,19,No,0.71,9
8357704,74,No,0.71,1
6920504,29,No,0.74,3
4049404,15,No,0.84,8
7621894,54,No,0.65,1
8883404,51,No,0.64,6
2779894,34,Yes,0.75,1
5324604,66,Yes,0.56,2
3822104,21,No,0.32,1
2357704,54,No,0.53,5
1942094,74,Yes,0.92,5
3851804,37,No,0.89,7
970304,8,Yes,0.05,3
3620804,1,No,0.48,4
3233504,55,Yes,0.82,4
9241504,9,No,0.44,2
8753804,53,Yes,0.25,8
7237004,74,Yes,0.31,4
3949894,19,Yes,0.93,5
9909504,73,No,0.18,5
456104,5,No,0.27,4
2956504,13,No,0.53,7
8772604,25,No,0.89,4
4134094,46,No,0.88,4
7932704,51,Yes,0.95,4
5486304,56,No,0.28,4
5475194,56,Yes,0.62,1
2401404,62,Yes,0.17,5
5870404,58,Yes,0.31,2
1998994,63,Yes,0.39,5
450804,19,No,0.93,2
437794,57,Yes,0.67,6
7364904,52,No,0.25,5
3062004,44,Yes,0.35,3
266004,14,Yes,0.21,4
4789894,17,No,0.64,9
534804,48,Yes,0.21,3
7433094,32,Yes,0.54,8
3562504,40,No,0.96,4
936404,9,No,0.36,4
2100094,53,No,0.81,1
3059404,2,Yes,0.15,4
3584504,58,Yes,0.51,7
5493404,67,Yes,0.93,7
5572604,61,No,0.09,8
6657004,9,No,0.58,3
7234894,37,Yes,0.82,7
7996604,53,Yes,0.6,9
1108004,7,Yes,0,3
9910504,30,No,0.98,4
6179894,32,Yes,0.53,8
8330804,38,Yes,0.33,8
5497404,36,No,0.24,3
4921804,73,No,0.34,6
4547094,25,No,0.05,2
1466094,4,No,0.86,4
5149094,30,Yes,0.31,6
9108904,7,No,0.28,8
5459404,23,No,0.54,4
809994,60,No,0.92,3
4123894,56,No,0.45,1
8016804,56,No,0.31,2
616304,32,No,0.08,7
4164504,36,Yes,0.26,7
5694804,44,Yes,0.53,3
3133094,50,Yes,0.48,6
5264904,42,Yes,0.68,6
4976404,23,No,0.64,9
4132204,73,No,0.95,3
7719194,37,No,0.84,1
654804,59,Yes,0.19,6
1992894,17,No,0.3,2
7357404,1,Yes,0.98,2
7975904,22,Yes,0.43,4
6648504,47,No,0.63,5
9242704,11,No,0.21,6
3960104,37,No,0.01,1
259704,64,Yes,0,6
1861204,7,Yes,0.52,9
2779404,12,Yes,0.44,3
8806004,33,No,0.05,5
8042094,12,No,0.52,6
2198094,37,No,0.56,5
6894204,27,Yes,0.24,8
3248194,23,No,0.8,9
5818194,60,Yes,0.78,4
7549404,25,No,0.51,9
4665194,65,Yes,0.22,7
9059194,20,No,0.61,2
4821904,16,Yes,0.09,8
1119504,54,No,0.32,7
144894,48,No,0.1,3
1280404,16,No,0.99,5
934404,30,Yes,0.34,4
6013404,68,Yes,0.87,4
9866194,61,No,0.6,4
5921304,43,No,0.59,7
2704304,26,No,0.86,2
9549004,18,No,0.79,9
1762604,16,Yes,0.53,7
901804,30,No,0.41,7
7150804,62,No,0.17,1
5993504,70,No,0.93,9
9386194,45,No,0.45,7
8098694,58,Yes,0.16,2
4245104,71,Yes,0.99,1
2698894,36,Yes,0.94,7
8185704,34,No,0,1
3673704,47,Yes,0.18,9
6007804,68,No,0.21,9
7926994,59,Yes,0.69,2
1571104,64,Yes,0.75,5
5901404,48,No,0.99,5
6081894,29,Yes,0.09,9
1064894,23,Yes,0.8,1
5267704,10,No,0.46,1
2756194,51,No,0.09,6
3391194,70,Yes,0.92,2
7787504,24,No,0.75,4
7593604,12,No,0.23,6
4917894,4,Yes,0.18,9
8555894,22,Yes,0.59,4
2545994,72,Yes,0.69,5
8052004,7,Yes,0.19,9
5110904,45,Yes,0.54,8
1557004,11,No,0.84,3
6193194,5,No,0.83,7
2767704,21,Yes,0.64,2
9992994,23,Yes,0.95,7
1807904,68,No,0.34,7
7521304,3,Yes,0.76,1
2658094,28,Yes,0.91,5
1738804,6,Yes,0.41,9
6448404,31,Yes,0.41,6
1921404,66,Yes,0.08,5
5334604,63,No,0.43,6
654804,17,No,0.88,5
6929894,35,Yes,0.38,5
7832304,15,No,0.41,5
2769004,12,Yes,0.16,2
6695704,35,No,0.73,4
2615894,63,No,0.36,4
2047304,30,Yes,0.04,4
8710504,29,Yes,0.31,6
1657994,24,Yes,0.38,6
1893104,54,No,0.85,7
8036804,41,No,0.1,9
4612304,68,Yes,0.6,3
7273604,4,Yes,0.65,3
5373704,48,Yes,0.87,2
5983194,70,Yes,0.15,2
2635194,61,Yes,0.17,8
3820504,68,Yes,0.89,9
1613804,64,Yes,0.48,4
1881704,61,No,0.34,7
1911304,29,No,0.09,6
5797004,54,No,0.85,2
3482504,45,No,0.49,6
6471504,36,No,0.07,1
1227894,44,No,0.95,4
1832104,49,Yes,0.82,4
9996804,57,No,0.4,9
1570904,73,Yes,0.44,2
5044894,15,Yes,0.84,3
7142994,74,Yes,0.43,8
9343404,8,No,0.38,3
8752004,2,No,0.42,5
57304,60,Yes,0.95,3
3917904,53,Yes,0.01,3
8860994,7,Yes,0.85,6
3316194,52,Yes,0.3,8
3236404,58,Yes,0.52,7
6436904,26,No,0.42,6
2796804,53,Yes,0.43,7
7911504,17,Yes,0.01,5
9741804,51,No,0.44,1
971504,63,Yes,0.71,4
7852804,48,No,0.79,3
5596994,69,No,0.25,1
8017894,59,Yes,0.45,8
3337304,3,No,0.54,6
731904,44,No,0.69,6
2698894,56,No,0.81,7
8304504,26,Yes,0.78,3
1062194,11,No,0.83,9
7956194,51,Yes,0.98,5
2449894,31,Yes,0.44,8
1870994,72,No,0.49,6
7766504,22,Yes,0.35,4
5869004,23,Yes,0.08,5
7694404,55,No,0.12,1
3976304,33,No,0.01,1
8122404,40,No,0.63,5
2986404,43,No,0.66,5
6676104,24,No,0.33,5
9856504,33,Yes,0.76,2
8880004,70,No,0.18,9
7837404,20,Yes,0.86,9
9657204,32,Yes,0.5,9
3101994,60,No,0.25,3
5957704,52,Yes,0.79,2
5534404,23,No,0.22,7
407804,55,Yes,0.97,5
2983404,38,No,0.78,1
9395704,30,No,0.05,2
7252994,8,No,0.92,3
5419994,53,Yes,0.36,6
6266504,31,No,0.09,8
4049404,36,No,0.48,6
7755194,47,Yes,0.2,6
9175894,7,Yes,0.84,8
2137694,25,Yes,0.11,7
3194804,53,No,0.58,1
365894,10,No,0.39,4
103404,51,No,0.47,1
8883404,61,No,0,2
2823894,72,Yes,0.38,7
4954804,41,No,0.79,1
6598404,50,Yes,0.65,6
5709994,17,No,0.92,6
792404,56,No,0.59,3
9909504,16,No,0.39,4
7009404,62,No,0.89,5
4312704,7,Yes,0.49,9
2838804,25,Yes,0.27,5
1758094,54,No,0.4,6
6595504,55,No,0.87,1
3293204,57,No,0.01,3
4798694,10,Yes,0.15,7
2262504,54,No,0.13,9
1902504,36,Yes,0.78,4
9652004,22,Yes,0.66,6
5259004,69,No,0.71,7
7340804,8,Yes,0.83,5
7273304,70,Yes,0.89,1
5334604,35,Yes,0.87,9
5236404,53,Yes,0.33,6
8983804,60,Yes,0.57,6
174904,25,No,0.41,8
6620604,45,Yes,0.08,8
5991704,6,Yes,0.72,7
5742704,2,No,0.61,8
4130804,52,Yes,0.69,2
1733894,72,No,0.84,9
4498794,42,No,0.74,2
711094,26,No,0.25,4
2429504,25,Yes,0.71,9
4207604,71,Yes,0.37,8
2478504,51,No,0.67,7
4923604,67,No,0,5
6051604,9,No,0.21,6
5602404,31,No,0.93,3
9504504,34,Yes,0.84,9
9242004,53,Yes,0.24,6
1824804,14,Yes,0.71,2
7555204,4,Yes,0.88,1
8806004,17,No,0.64,4
6533704,68,Yes,0.97,2
2784404,54,Yes,0.68,6
7970794,17,No,0.11,3
3945404,34,Yes,0.13,7
5785704,63,No,0.25,5
7529504,11,No,0.66,8
1790604,5,No,0.11,8
1954504,17,Yes,0.71,8
1910504,63,No,0.05,8
9760304,65,Yes,0.32,3
3949894,17,Yes,0.31,2
8154504,43,Yes,0.71,1
504204,55,No,0.58,7
5533894,34,No,0.65,2
3911804,9,Yes,0.34,6
8974504,65,Yes,0.29,8
7008104,31,No,0.22,5
3069104,60,No,0.5,8
4721904,17,No,0.46,7
909404,69,Yes,0.39,4
9936404,10,Yes,0.53,5
9549004,69,Yes,0.4,7
7744504,44,No,0.73,5
2058804,63,Yes,0.63,1
5355194,19,Yes,0.98,4
9386194,26,No,0.81,7
6906194,24,No,0.76,4
4092404,54,Yes,0.08,5
9388304,29,No,0.13,8
1133504,49,No,0.42,8
1197004,67,Yes,0.23,8
7902504,57,Yes,0.36,5
7723804,46,Yes,0.8,3
9215704,14,No,0.97,4
194404,23,Yes,0.16,4
4656404,1,Yes,0.71,2
2083904,15,No,0.29,9
2207804,45,Yes,0.95,9
7921704,49,No,0.81,4
3873404,2,No,0.39,2
7507604,48,No,0.66,1
4792404,38,Yes,0.1,7
7218004,11,No,0.15,8
8359194,55,No,0.03,2
4093904,65,Yes,0.61,4
2555194,63,Yes,0.18,9
9098404,64,No,0.89,9
3064304,48,No,0.52,9
8772604,66,Yes,0.74,3
2885694,68,Yes,0.17,9
3355404,57,Yes,0.42,2
8081704,25,No,0.66,4
3029504,4,No,0.61,3
4635404,17,Yes,0.93,9
9057094,16,Yes,0.07,1
8932804,64,Yes,0.4,1
8698004,18,No,0.71,8
4134604,29,No,0.26,5
4093404,62,Yes,0.17,7
8754804,38,No,0.24,9
8541804,45,Yes,0.83,9
3883994,19,Yes,0.02,9
9094404,2,No,0.64,8
5153304,45,Yes,0.79,4
8561904,74,Yes,0.83,2
9241504,70,No,0.87,4
6987704,31,No,0.47,4
9467704,2,Yes,0.46,6
259704,74,Yes,0.73,6
4717904,74,No,0.3,4
8442604,36,Yes,0.6,2
9666194,29,No,0.45,5
6221704,31,No,0.94,8
5799194,31,Yes,0.57,2
3773404,60,No,0.5,5
9690604,45,No,0.15,2
2047404,29,No,0.86,6
5222104,62,No,0.5,2
2262504,9,No,0.58,3
5927904,41,No,0.57,8
9982994,68,No,0.81,3
1605404,36,Yes,0.74,5
992404,13,No,0.31,5
3337304,21,No,0.01,9
3236404,7,Yes,0.15,6
2235004,59,Yes,0.92,9
2256504,55,Yes,0.12,5
9855894,61,Yes,0.71,5
1350304,67,No,0.01,4
7466004,43,Yes,0.36,3
5947304,40,No,0.9,8
2706404,13,No,0.1,9
5355194,39,No,0.17,3
809994,73,No,0.43,8
154004,24,No,0.14,3
1510304,70,Yes,0.03,3
4001404,32,Yes,0.94,2
6929894,47,No,0.34,8
1488404,54,No,0.86,6
1545994,8,Yes,0.74,4
6030794,27,Yes,0.7,7
